e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
283.7,5.7075092E-19,9.0444684E-19
283.8,5.7059825E-19,9.0412217E-19
283.9,5.7044568E-19,9.0379750E-19
284,5.7029320E-19,9.0347282E-19
284.1,5.7014081E-19,9.0314813E-19
284.2,5.6998852E-19,9.0282344E-19
284.3,5.6983632E-19,9.0249873E-19
284.4,5.6968422E-19,9.0217402E-19
284.5,5.6953221E-19,9.0184929E-19
284.6,5.6938030E-19,9.0152455E-19
284.7,5.6922847E-19,9.0119980E-19
284.8,5.6907675E-19,9.0087503E-19
284.9,5.6892511E-19,9.0055024E-19
285,5.6877357E-19,9.0022544E-19
285.1,5.6862213E-19,8.9990062E-19
285.2,5.6847077E-19,8.9957578E-19
285.3,5.6831951E-19,8.9925091E-19
285.4,5.6816835E-19,8.9892603E-19
285.5,5.6801727E-19,8.9860112E-19
285.6,5.6786629E-19,8.9827619E-19
285.7,5.6771541E-19,8.9795123E-19
285.8,5.6756461E-19,8.9762624E-19
285.9,5.6741391E-19,8.9730123E-19
286,5.6726330E-19,8.9697618E-19
286.1,5.6711278E-19,8.9665111E-19
286.2,5.6696236E-19,8.9632600E-19
286.3,5.6681203E-19,8.9600087E-19
286.4,5.6666179E-19,8.9567569E-19
286.5,5.6651164E-19,8.9535049E-19
286.6,5.6636159E-19,8.9502525E-19
286.7,5.6621162E-19,8.9470005E-19
286.8,5.6606175E-19,8.9437489E-19
286.9,5.6591197E-19,8.9404977E-19
287,5.6576229E-19,8.9372470E-19
287.1,5.6561269E-19,8.9339966E-19
287.2,5.6546319E-19,8.9307466E-19
287.3,5.6531378E-19,8.9274971E-19
287.4,5.6516446E-19,8.9242480E-19
287.5,5.6501523E-19,8.9209993E-19
287.6,5.6486609E-19,8.9177510E-19
287.7,5.6471704E-19,8.9145031E-19
287.8,5.6456809E-19,8.9112557E-19
287.9,5.6441922E-19,8.9080086E-19
288,5.6427045E-19,8.9047620E-19
288.1,5.6412176E-19,8.9015159E-19
288.2,5.6397317E-19,8.8982701E-19
288.3,5.6382467E-19,8.8950248E-19
288.4,5.6367626E-19,8.8917799E-19
288.5,5.6352794E-19,8.8885355E-19
288.6,5.6337971E-19,8.8852914E-19
288.7,5.6323157E-19,8.8820478E-19
288.8,5.6308352E-19,8.8788047E-19
288.9,5.6293556E-19,8.8755620E-19
289,5.6278769E-19,8.8723197E-19
289.1,5.6263991E-19,8.8690779E-19
289.2,5.6249222E-19,8.8658365E-19
289.3,5.6234462E-19,8.8625955E-19
289.4,5.6219711E-19,8.8593550E-19
289.5,5.6204969E-19,8.8561150E-19
289.6,5.6190236E-19,8.8528754E-19
289.7,5.6175512E-19,8.8496362E-19
289.8,5.6160797E-19,8.8463975E-19
289.9,5.6146091E-19,8.8431593E-19
290,5.6131393E-19,8.8399215E-19
290.1,5.6116705E-19,8.8366841E-19
290.2,5.6102025E-19,8.8334473E-19
290.3,5.6087355E-19,8.8302108E-19
290.4,5.6072693E-19,8.8269749E-19
290.5,5.6058040E-19,8.8237394E-19
290.6,5.6043396E-19,8.8205043E-19
290.7,5.6028761E-19,8.8172698E-19
290.8,5.6014135E-19,8.8140357E-19
290.9,5.5999517E-19,8.8108020E-19
291,5.5984909E-19,8.8075689E-19
291.1,5.5970309E-19,8.8043362E-19
291.2,5.5955718E-19,8.8011039E-19
291.3,5.5941136E-19,8.7978722E-19
291.4,5.5926563E-19,8.7946409E-19
291.5,5.5911998E-19,8.7914101E-19
291.6,5.5897442E-19,8.7881798E-19
291.7,5.5882895E-19,8.7849500E-19
291.8,5.5868357E-19,8.7817206E-19
291.9,5.5853828E-19,8.7784918E-19
292,5.5839307E-19,8.7752634E-19
292.1,5.5824795E-19,8.7720355E-19
292.2,5.5810292E-19,8.7688081E-19
292.3,5.5795797E-19,8.7655811E-19
292.4,5.5781312E-19,8.7623547E-19
292.5,5.5766835E-19,8.7591288E-19
292.6,5.5752366E-19,8.7559033E-19
292.7,5.5737907E-19,8.7526784E-19
292.8,5.5723456E-19,8.7494539E-19
292.9,5.5709013E-19,8.7462300E-19
293,5.5694580E-19,8.7430065E-19
293.1,5.5680155E-19,8.7397835E-19
293.2,5.5665739E-19,8.7365611E-19
293.3,5.5651331E-19,8.7333391E-19
293.4,5.5636932E-19,8.7301177E-19
293.5,5.5622542E-19,8.7268968E-19
293.6,5.5608160E-19,8.7236764E-19
293.7,5.5593787E-19,8.7204564E-19
293.8,5.5579422E-19,8.7172370E-19
293.9,5.5565066E-19,8.7140181E-19
294,5.5550719E-19,8.7107998E-19
294.1,5.5536380E-19,8.7075819E-19
294.2,5.5522050E-19,8.7043646E-19
294.3,5.5507728E-19,8.7011478E-19
294.4,5.5493415E-19,8.6979315E-19
294.5,5.5479111E-19,8.6947157E-19
294.6,5.5464815E-19,8.6915004E-19
294.7,5.5450527E-19,8.6882857E-19
294.8,5.5436249E-19,8.6850715E-19
294.9,5.5421978E-19,8.6818578E-19
295,5.5407716E-19,8.6786447E-19
295.1,5.5393463E-19,8.6754321E-19
295.2,5.5379218E-19,8.6722200E-19
295.3,5.5364982E-19,8.6690085E-19
295.4,5.5350754E-19,8.6657975E-19
295.5,5.5336534E-19,8.6625870E-19
295.6,5.5322323E-19,8.6593771E-19
295.7,5.5308121E-19,8.6561677E-19
295.8,5.5293927E-19,8.6529588E-19
295.9,5.5279741E-19,8.6497505E-19
296,5.5265564E-19,8.6465428E-19
296.1,5.5251395E-19,8.6433356E-19
296.2,5.5237235E-19,8.6401289E-19
296.3,5.5223083E-19,8.6369228E-19
296.4,5.5208939E-19,8.6337172E-19
296.5,5.5194804E-19,8.6305122E-19
296.6,5.5180677E-19,8.6273078E-19
296.7,5.5166559E-19,8.6241039E-19
296.8,5.5152449E-19,8.6209005E-19
296.9,5.5138347E-19,8.6176977E-19
297,5.5124254E-19,8.6144955E-19
297.1,5.5110169E-19,8.6112939E-19
297.2,5.5096092E-19,8.6080928E-19
297.3,5.5082024E-19,8.6048922E-19
297.4,5.5067964E-19,8.6016923E-19
297.5,5.5053912E-19,8.5984929E-19
297.6,5.5039869E-19,8.5952940E-19
297.7,5.5025833E-19,8.5920958E-19
297.8,5.5011807E-19,8.5888981E-19
297.9,5.4997788E-19,8.5857010E-19
298,5.4983778E-19,8.5825044E-19
298.1,5.4969776E-19,8.5793085E-19
298.2,5.4955782E-19,8.5761131E-19
298.3,5.4941797E-19,8.5729183E-19
298.4,5.4927820E-19,8.5697241E-19
298.5,5.4913851E-19,8.5665304E-19
298.6,5.4899890E-19,8.5633374E-19
298.7,5.4885937E-19,8.5601449E-19
298.8,5.4871993E-19,8.5569531E-19
298.9,5.4858057E-19,8.5537618E-19
299,5.4844129E-19,8.5505711E-19
299.1,5.4830209E-19,8.5473810E-19
299.2,5.4816298E-19,8.5441914E-19
299.3,5.4802394E-19,8.5410025E-19
299.4,5.4788499E-19,8.5378142E-19
299.5,5.4774612E-19,8.5346265E-19
299.6,5.4760733E-19,8.5314393E-19
299.7,5.4746863E-19,8.5282528E-19
299.8,5.4733000E-19,8.5250669E-19
299.9,5.4719146E-19,8.5218816E-19
300,5.4705299E-19,8.5289335E-19
300.1,5.4691461E-19,8.5254379E-19
300.2,5.4677631E-19,8.5219450E-19
300.3,5.4663809E-19,8.5184546E-19
300.4,5.4649995E-19,8.5149668E-19
300.5,5.4636189E-19,8.5114816E-19
300.6,5.4622392E-19,8.5079990E-19
300.7,5.4608602E-19,8.5045190E-19
300.8,5.4594820E-19,8.5010415E-19
300.9,5.4581047E-19,8.4975667E-19
301,5.4567281E-19,8.4940944E-19
301.1,5.4553524E-19,8.4906246E-19
301.2,5.4539774E-19,8.4871575E-19
301.3,5.4526033E-19,8.4836929E-19
301.4,5.4512300E-19,8.4802309E-19
301.5,5.4498574E-19,8.4767714E-19
301.6,5.4484857E-19,8.4733145E-19
301.7,5.4471148E-19,8.4698601E-19
301.8,5.4457446E-19,8.4664083E-19
301.9,5.4443753E-19,8.4629591E-19
302,5.4430067E-19,8.4595124E-19
302.1,5.4416390E-19,8.4560682E-19
302.2,5.4402721E-19,8.4526266E-19
302.3,5.4389059E-19,8.4491875E-19
302.4,5.4375405E-19,8.4457510E-19
302.5,5.4361760E-19,8.4423170E-19
302.6,5.4348122E-19,8.4388855E-19
302.7,5.4334492E-19,8.4354566E-19
302.8,5.4320871E-19,8.4320301E-19
302.9,5.4307257E-19,8.4286062E-19
303,5.4293651E-19,8.4251848E-19
303.1,5.4280052E-19,8.4217660E-19
303.2,5.4266462E-19,8.4183496E-19
303.3,5.4252880E-19,8.4149358E-19
303.4,5.4239305E-19,8.4115245E-19
303.5,5.4225739E-19,8.4081156E-19
303.6,5.4212180E-19,8.4047093E-19
303.7,5.4198629E-19,8.4013055E-19
303.8,5.4185086E-19,8.3979042E-19
303.9,5.4171551E-19,8.3945053E-19
304,5.4158023E-19,8.3911090E-19
304.1,5.4144504E-19,8.3877152E-19
304.2,5.4130992E-19,8.3843238E-19
304.3,5.4117488E-19,8.3809349E-19
304.4,5.4103992E-19,8.3775486E-19
304.5,5.4090504E-19,8.3741647E-19
304.6,5.4077023E-19,8.3707832E-19
304.7,5.4063550E-19,8.3674043E-19
304.8,5.4050085E-19,8.3640278E-19
304.9,5.4036628E-19,8.3606538E-19
305,5.4023179E-19,8.3572822E-19
305.1,5.4009737E-19,8.3539131E-19
305.2,5.3996303E-19,8.3505465E-19
305.3,5.3982877E-19,8.3471824E-19
305.4,5.3969458E-19,8.3438207E-19
305.5,5.3956048E-19,8.3404614E-19
305.6,5.3942645E-19,8.3371046E-19
305.7,5.3929249E-19,8.3337503E-19
305.8,5.3915862E-19,8.3303983E-19
305.9,5.3902482E-19,8.3270489E-19
306,5.3889110E-19,8.3237019E-19
306.1,5.3875745E-19,8.3203573E-19
306.2,5.3862388E-19,8.3170151E-19
306.3,5.3849039E-19,8.3136754E-19
306.4,5.3835697E-19,8.3103381E-19
306.5,5.3822364E-19,8.3070033E-19
306.6,5.3809037E-19,8.3036709E-19
306.7,5.3795719E-19,8.3003408E-19
306.8,5.3782408E-19,8.2970133E-19
306.9,5.3769105E-19,8.2936881E-19
307,5.3755809E-19,8.2903653E-19
307.1,5.3742521E-19,8.2870450E-19
307.2,5.3729240E-19,8.2837271E-19
307.3,5.3715968E-19,8.2804115E-19
307.4,5.3702702E-19,8.2770984E-19
307.5,5.3689445E-19,8.2737877E-19
307.6,5.3676195E-19,8.2704794E-19
307.7,5.3662952E-19,8.2671735E-19
307.8,5.3649717E-19,8.2638699E-19
307.9,5.3636490E-19,8.2605688E-19
308,5.3623270E-19,8.2572701E-19
308.1,5.3610058E-19,8.2539737E-19
308.2,5.3596853E-19,8.2506798E-19
308.3,5.3583656E-19,8.2473882E-19
308.4,5.3570466E-19,8.2440990E-19
308.5,5.3557284E-19,8.2408121E-19
308.6,5.3544109E-19,8.2375277E-19
308.7,5.3530942E-19,8.2342456E-19
308.8,5.3517783E-19,8.2309659E-19
308.9,5.3504630E-19,8.2276886E-19
309,5.3491486E-19,8.2244136E-19
309.1,5.3478349E-19,8.2211410E-19
309.2,5.3465219E-19,8.2178707E-19
309.3,5.3452097E-19,8.2146028E-19
309.4,5.3438982E-19,8.2113373E-19
309.5,5.3425875E-19,8.2080741E-19
309.6,5.3412775E-19,8.2048132E-19
309.7,5.3399682E-19,8.2015547E-19
309.8,5.3386597E-19,8.1982986E-19
309.9,5.3373520E-19,8.1950448E-19
310,5.3360450E-19,8.1917933E-19
310.1,5.3347387E-19,8.1885442E-19
310.2,5.3334332E-19,8.1852974E-19
310.3,5.3321284E-19,8.1820530E-19
310.4,5.3308243E-19,8.1788109E-19
310.5,5.3295210E-19,8.1755711E-19
310.6,5.3282184E-19,8.1723336E-19
310.7,5.3269166E-19,8.1690984E-19
310.8,5.3256155E-19,8.1658656E-19
310.9,5.3243151E-19,8.1626351E-19
311,5.3230155E-19,8.1594069E-19
311.1,5.3217166E-19,8.1561810E-19
311.2,5.3204185E-19,8.1529575E-19
311.3,5.3191210E-19,8.1497362E-19
311.4,5.3178243E-19,8.1465173E-19
311.5,5.3165284E-19,8.1433006E-19
311.6,5.3152331E-19,8.1400863E-19
311.7,5.3139386E-19,8.1368742E-19
311.8,5.3126449E-19,8.1336645E-19
311.9,5.3113518E-19,8.1304571E-19
312,5.3100595E-19,8.1272519E-19
312.1,5.3087680E-19,8.1240490E-19
312.2,5.3074771E-19,8.1208484E-19
312.3,5.3061870E-19,8.1176501E-19
312.4,5.3048976E-19,8.1144541E-19
312.5,5.3036089E-19,8.1112604E-19
312.6,5.3023210E-19,8.1080690E-19
312.7,5.3010337E-19,8.1048798E-19
312.8,5.2997472E-19,8.1016929E-19
312.9,5.2984615E-19,8.0985082E-19
313,5.2971764E-19,8.0953259E-19
313.1,5.2958921E-19,8.0921458E-19
313.2,5.2946085E-19,8.0889679E-19
313.3,5.2933256E-19,8.0857924E-19
313.4,5.2920434E-19,8.0826191E-19
313.5,5.2907620E-19,8.0794480E-19
313.6,5.2894812E-19,8.0762792E-19
313.7,5.2882012E-19,8.0731127E-19
313.8,5.2869219E-19,8.0699484E-19
313.9,5.2856433E-19,8.0667863E-19
314,5.2843655E-19,8.0636265E-19
314.1,5.2830883E-19,8.0604689E-19
314.2,5.2818119E-19,8.0573136E-19
314.3,5.2805362E-19,8.0541605E-19
314.4,5.2792612E-19,8.0510097E-19
314.5,5.2779869E-19,8.0478611E-19
314.6,5.2767133E-19,8.0447147E-19
314.7,5.2754405E-19,8.0415706E-19
314.8,5.2741683E-19,8.0384286E-19
314.9,5.2728969E-19,8.0352889E-19
315,5.2716261E-19,8.0321515E-19
315.1,5.2703561E-19,8.0290162E-19
315.2,5.2690868E-19,8.0258832E-19
315.3,5.2678182E-19,8.0227524E-19
315.4,5.2665503E-19,8.0196238E-19
315.5,5.2652831E-19,8.0164974E-19
315.6,5.2640166E-19,8.0133732E-19
315.7,5.2627508E-19,8.0102512E-19
315.8,5.2614857E-19,8.0071314E-19
315.9,5.2602214E-19,8.0040138E-19
316,5.2589577E-19,8.0008985E-19
316.1,5.2576947E-19,7.9977853E-19
316.2,5.2564325E-19,7.9946743E-19
316.3,5.2551709E-19,7.9915655E-19
316.4,5.2539101E-19,7.9884589E-19
316.5,5.2526499E-19,7.9853545E-19
316.6,5.2513905E-19,7.9822523E-19
316.7,5.2501317E-19,7.9791523E-19
316.8,5.2488736E-19,7.9760544E-19
316.9,5.2476163E-19,7.9729587E-19
317,5.2463596E-19,7.9698652E-19
317.1,5.2451037E-19,7.9667739E-19
317.2,5.2438484E-19,7.9636848E-19
317.3,5.2425938E-19,7.9605978E-19
317.4,5.2413399E-19,7.9575130E-19
317.5,5.2400868E-19,7.9544304E-19
317.6,5.2388343E-19,7.9513499E-19
317.7,5.2375825E-19,7.9482716E-19
317.8,5.2363314E-19,7.9451954E-19
317.9,5.2350810E-19,7.9421214E-19
318,5.2338312E-19,7.9390496E-19
318.1,5.2325822E-19,7.9359799E-19
318.2,5.2313339E-19,7.9329123E-19
318.3,5.2300862E-19,7.9298470E-19
318.4,5.2288393E-19,7.9267837E-19
318.5,5.2275930E-19,7.9237226E-19
318.6,5.2263474E-19,7.9206637E-19
318.7,5.2251025E-19,7.9176068E-19
318.8,5.2238583E-19,7.9145522E-19
318.9,5.2226148E-19,7.9114996E-19
319,5.2213720E-19,7.9084492E-19
319.1,5.2201298E-19,7.9054010E-19
319.2,5.2188884E-19,7.9023548E-19
319.3,5.2176476E-19,7.8993108E-19
319.4,5.2164075E-19,7.8962689E-19
319.5,5.2151681E-19,7.8932291E-19
319.6,5.2139294E-19,7.8901915E-19
319.7,5.2126913E-19,7.8871560E-19
319.8,5.2114539E-19,7.8841225E-19
319.9,5.2102173E-19,7.8810912E-19
320,5.2089812E-19,7.8780621E-19
320.1,5.2077459E-19,7.8750350E-19
320.2,5.2065113E-19,7.8720100E-19
320.3,5.2052773E-19,7.8689872E-19
320.4,5.2040440E-19,7.8659664E-19
320.5,5.2028114E-19,7.8629477E-19
320.6,5.2015794E-19,7.8599312E-19
320.7,5.2003482E-19,7.8569167E-19
320.8,5.1991176E-19,7.8539044E-19
320.9,5.1978877E-19,7.8508941E-19
321,5.1966584E-19,7.8478859E-19
321.1,5.1954299E-19,7.8448798E-19
321.2,5.1942020E-19,7.8418758E-19
321.3,5.1929747E-19,7.8388739E-19
321.4,5.1917482E-19,7.8358741E-19
321.5,5.1905223E-19,7.8328763E-19
321.6,5.1892971E-19,7.8298806E-19
321.7,5.1880726E-19,7.8268870E-19
321.8,5.1868487E-19,7.8238955E-19
321.9,5.1856255E-19,7.8209061E-19
322,5.1844030E-19,7.8179187E-19
322.1,5.1831811E-19,7.8149334E-19
322.2,5.1819599E-19,7.8119501E-19
322.3,5.1807394E-19,7.8089689E-19
322.4,5.1795195E-19,7.8059898E-19
322.5,5.1783003E-19,7.8030128E-19
322.6,5.1770818E-19,7.8000377E-19
322.7,5.1758639E-19,7.7970648E-19
322.8,5.1746467E-19,7.7940939E-19
322.9,5.1734301E-19,7.7911251E-19
323,5.1722143E-19,7.7881583E-19
323.1,5.1709990E-19,7.7851935E-19
323.2,5.1697845E-19,7.7822308E-19
323.3,5.1685706E-19,7.7792702E-19
323.4,5.1673574E-19,7.7763115E-19
323.5,5.1661448E-19,7.7733550E-19
323.6,5.1649329E-19,7.7704004E-19
323.7,5.1637216E-19,7.7674479E-19
323.8,5.1625110E-19,7.7644975E-19
323.9,5.1613011E-19,7.7615490E-19
324,5.1600918E-19,7.7586026E-19
324.1,5.1588831E-19,7.7556582E-19
324.2,5.1576752E-19,7.7527159E-19
324.3,5.1564678E-19,7.7497755E-19
324.4,5.1552612E-19,7.7468372E-19
324.5,5.1540552E-19,7.7439009E-19
324.6,5.1528498E-19,7.7409667E-19
324.7,5.1516451E-19,7.7380344E-19
324.8,5.1504411E-19,7.7351041E-19
324.9,5.1492377E-19,7.7321759E-19
325,5.1480349E-19,7.7292497E-19
325.1,5.1468328E-19,7.7263255E-19
325.2,5.1456314E-19,7.7234032E-19
325.3,5.1444306E-19,7.7204830E-19
325.4,5.1432304E-19,7.7175648E-19
325.5,5.1420309E-19,7.7146486E-19
325.6,5.1408321E-19,7.7117344E-19
325.7,5.1396339E-19,7.7088222E-19
325.8,5.1384363E-19,7.7059120E-19
325.9,5.1372394E-19,7.7030037E-19
326,5.1360431E-19,7.7000975E-19
326.1,5.1348475E-19,7.6971932E-19
326.2,5.1336525E-19,7.6942909E-19
326.3,5.1324582E-19,7.6913907E-19
326.4,5.1312645E-19,7.6884923E-19
326.5,5.1300715E-19,7.6855960E-19
326.6,5.1288791E-19,7.6827017E-19
326.7,5.1276873E-19,7.6798093E-19
326.8,5.1264962E-19,7.6769189E-19
326.9,5.1253057E-19,7.6740305E-19
327,5.1241159E-19,7.6711440E-19
327.1,5.1229267E-19,7.6682595E-19
327.2,5.1217381E-19,7.6653770E-19
327.3,5.1205502E-19,7.6624964E-19
327.4,5.1193629E-19,7.6596178E-19
327.5,5.1181763E-19,7.6567412E-19
327.6,5.1169903E-19,7.6538665E-19
327.7,5.1158049E-19,7.6509938E-19
327.8,5.1146202E-19,7.6481230E-19
327.9,5.1134361E-19,7.6452542E-19
328,5.1122526E-19,7.6423873E-19
328.1,5.1110698E-19,7.6395224E-19
328.2,5.1098876E-19,7.6366594E-19
328.3,5.1087061E-19,7.6337984E-19
328.4,5.1075251E-19,7.6309393E-19
328.5,5.1063448E-19,7.6280821E-19
328.6,5.1051652E-19,7.6252269E-19
328.7,5.1039862E-19,7.6223737E-19
328.8,5.1028078E-19,7.6195223E-19
328.9,5.1016300E-19,7.6166729E-19
329,5.1004528E-19,7.6138255E-19
329.1,5.0992763E-19,7.6109799E-19
329.2,5.0981004E-19,7.6081363E-19
329.3,5.0969252E-19,7.6052946E-19
329.4,5.0957506E-19,7.6024548E-19
329.5,5.0945766E-19,7.5996170E-19
329.6,5.0934032E-19,7.5967811E-19
329.7,5.0922305E-19,7.5939471E-19
329.8,5.0910583E-19,7.5911150E-19
329.9,5.0898868E-19,7.5882848E-19
330,5.0887160E-19,7.5854565E-19
330.1,5.0875457E-19,7.5826302E-19
330.2,5.0863761E-19,7.5798058E-19
330.3,5.0852071E-19,7.5769832E-19
330.4,5.0840387E-19,7.5741626E-19
330.5,5.0828710E-19,7.5713439E-19
330.6,5.0817038E-19,7.5685270E-19
330.7,5.0805373E-19,7.5657121E-19
330.8,5.0793714E-19,7.5628991E-19
330.9,5.0782061E-19,7.5600879E-19
331,5.0770415E-19,7.5572787E-19
331.1,5.0758775E-19,7.5544714E-19
331.2,5.0747140E-19,7.5516659E-19
331.3,5.0735512E-19,7.5488623E-19
331.4,5.0723891E-19,7.5460606E-19
331.5,5.0712275E-19,7.5432608E-19
331.6,5.0700665E-19,7.5404629E-19
331.7,5.0689062E-19,7.5376669E-19
331.8,5.0677465E-19,7.5348727E-19
331.9,5.0665874E-19,7.5320805E-19
332,5.0654289E-19,7.5292901E-19
332.1,5.0642710E-19,7.5265015E-19
332.2,5.0631138E-19,7.5237149E-19
332.3,5.0619571E-19,7.5209301E-19
332.4,5.0608011E-19,7.5181472E-19
332.5,5.0596456E-19,7.5153661E-19
332.6,5.0584908E-19,7.5125869E-19
332.7,5.0573366E-19,7.5098096E-19
332.8,5.0561830E-19,7.5070341E-19
332.9,5.0550300E-19,7.5042605E-19
333,5.0538777E-19,7.5014888E-19
333.1,5.0527259E-19,7.4987189E-19
333.2,5.0515747E-19,7.4959508E-19
333.3,5.0504242E-19,7.4931847E-19
333.4,5.0492742E-19,7.4904203E-19
333.5,5.0481249E-19,7.4876578E-19
333.6,5.0469762E-19,7.4848972E-19
333.7,5.0458280E-19,7.4821384E-19
333.8,5.0446805E-19,7.4793814E-19
333.9,5.0435336E-19,7.4766263E-19
334,5.0423873E-19,7.4738731E-19
334.1,5.0412416E-19,7.4711216E-19
334.2,5.0400965E-19,7.4683720E-19
334.3,5.0389520E-19,7.4656242E-19
334.4,5.0378081E-19,7.4628783E-19
334.5,5.0366648E-19,7.4601342E-19
334.6,5.0355221E-19,7.4573919E-19
334.7,5.0343800E-19,7.4546515E-19
334.8,5.0332385E-19,7.4519129E-19
334.9,5.0320976E-19,7.4491761E-19
335,5.0309573E-19,7.4464411E-19
335.1,5.0298176E-19,7.4437079E-19
335.2,5.0286785E-19,7.4409766E-19
335.3,5.0275400E-19,7.4382471E-19
335.4,5.0264021E-19,7.4355194E-19
335.5,5.0252648E-19,7.4327935E-19
335.6,5.0241280E-19,7.4300694E-19
335.7,5.0229919E-19,7.4273471E-19
335.8,5.0218564E-19,7.4246267E-19
335.9,5.0207215E-19,7.4219080E-19
336,5.0195871E-19,7.4191911E-19
336.1,5.0184534E-19,7.4164761E-19
336.2,5.0173202E-19,7.4137628E-19
336.3,5.0161877E-19,7.4110514E-19
336.4,5.0150557E-19,7.4083417E-19
336.5,5.0139244E-19,7.4056339E-19
336.6,5.0127936E-19,7.4029278E-19
336.7,5.0116634E-19,7.4002235E-19
336.8,5.0105338E-19,7.3975210E-19
336.9,5.0094048E-19,7.3948203E-19
337,5.0082764E-19,7.3921214E-19
337.1,5.0071485E-19,7.3894243E-19
337.2,5.0060213E-19,7.3867290E-19
337.3,5.0048946E-19,7.3840354E-19
337.4,5.0037686E-19,7.3813436E-19
337.5,5.0026431E-19,7.3786536E-19
337.6,5.0015182E-19,7.3759654E-19
337.7,5.0003939E-19,7.3732790E-19
337.8,4.9992702E-19,7.3705943E-19
337.9,4.9981470E-19,7.3679114E-19
338,4.9970245E-19,7.3652303E-19
338.1,4.9959025E-19,7.3625509E-19
338.2,4.9947811E-19,7.3598733E-19
338.3,4.9936603E-19,7.3571975E-19
338.4,4.9925401E-19,7.3545234E-19
338.5,4.9914204E-19,7.3518511E-19
338.6,4.9903014E-19,7.3491806E-19
338.7,4.9891829E-19,7.3465118E-19
338.8,4.9880650E-19,7.3438447E-19
338.9,4.9869477E-19,7.3411795E-19
339,4.9858310E-19,7.3385159E-19
339.1,4.9847148E-19,7.3358542E-19
339.2,4.9835992E-19,7.3331942E-19
339.3,4.9824843E-19,7.3305359E-19
339.4,4.9813698E-19,7.3278793E-19
339.5,4.9802560E-19,7.3252246E-19
339.6,4.9791427E-19,7.3225715E-19
339.7,4.9780300E-19,7.3199202E-19
339.8,4.9769179E-19,7.3172707E-19
339.9,4.9758064E-19,7.3146229E-19
340,4.9746954E-19,7.3119768E-19
340.1,4.9735850E-19,7.3093324E-19
340.2,4.9724752E-19,7.3066898E-19
340.3,4.9713660E-19,7.3040489E-19
340.4,4.9702573E-19,7.3014098E-19
340.5,4.9691492E-19,7.2987723E-19
340.6,4.9680417E-19,7.2961366E-19
340.7,4.9669348E-19,7.2935027E-19
340.8,4.9658284E-19,7.2908704E-19
340.9,4.9647226E-19,7.2882399E-19
341,4.9636173E-19,7.2856111E-19
341.1,4.9625127E-19,7.2829840E-19
341.2,4.9614086E-19,7.2803586E-19
341.3,4.9603051E-19,7.2777350E-19
341.4,4.9592021E-19,7.2751130E-19
341.5,4.9580997E-19,7.2724928E-19
341.6,4.9569979E-19,7.2698743E-19
341.7,4.9558966E-19,7.2672575E-19
341.8,4.9547959E-19,7.2646424E-19
341.9,4.9536958E-19,7.2620290E-19
342,4.9525963E-19,7.2594173E-19
342.1,4.9514973E-19,7.2568073E-19
342.2,4.9503988E-19,7.2541990E-19
342.3,4.9493010E-19,7.2515924E-19
342.4,4.9482037E-19,7.2489875E-19
342.5,4.9471070E-19,7.2463843E-19
342.6,4.9460108E-19,7.2437828E-19
342.7,4.9449152E-19,7.2411830E-19
342.8,4.9438201E-19,7.2385849E-19
342.9,4.9427256E-19,7.2359884E-19
343,4.9416317E-19,7.2333937E-19
343.1,4.9405384E-19,7.2308006E-19
343.2,4.9394456E-19,7.2282093E-19
343.3,4.9383533E-19,7.2256196E-19
343.4,4.9372616E-19,7.2230316E-19
343.5,4.9361705E-19,7.2204452E-19
343.6,4.9350799E-19,7.2178606E-19
343.7,4.9339899E-19,7.2152776E-19
343.8,4.9329005E-19,7.2126963E-19
343.9,4.9318116E-19,7.2101167E-19
344,4.9307233E-19,7.2075388E-19
344.1,4.9296355E-19,7.2049625E-19
344.2,4.9285483E-19,7.2023879E-19
344.3,4.9274616E-19,7.1998149E-19
344.4,4.9263755E-19,7.1972437E-19
344.5,4.9252899E-19,7.1946740E-19
344.6,4.9242049E-19,7.1921061E-19
344.7,4.9231205E-19,7.1895398E-19
344.8,4.9220366E-19,7.1869752E-19
344.9,4.9209532E-19,7.1844122E-19
345,4.9198705E-19,7.1818509E-19
345.1,4.9187882E-19,7.1792912E-19
345.2,4.9177065E-19,7.1767332E-19
345.3,4.9166254E-19,7.1741769E-19
345.4,4.9155448E-19,7.1716222E-19
345.5,4.9144648E-19,7.1690691E-19
345.6,4.9133853E-19,7.1665177E-19
345.7,4.9123064E-19,7.1639679E-19
345.8,4.9112280E-19,7.1614198E-19
345.9,4.9101501E-19,7.1588734E-19
346,4.9090728E-19,7.1563285E-19
346.1,4.9079961E-19,7.1537853E-19
346.2,4.9069199E-19,7.1512438E-19
346.3,4.9058443E-19,7.1487039E-19
346.4,4.9047691E-19,7.1461656E-19
346.5,4.9036946E-19,7.1436289E-19
346.6,4.9026206E-19,7.1410939E-19
346.7,4.9015471E-19,7.1385605E-19
346.8,4.9004742E-19,7.1360288E-19
346.9,4.8994018E-19,7.1334986E-19
347,4.8983300E-19,7.1309701E-19
347.1,4.8972587E-19,7.1284432E-19
347.2,4.8961879E-19,7.1259180E-19
347.3,4.8951177E-19,7.1233944E-19
347.4,4.8940481E-19,7.1208723E-19
347.5,4.8929789E-19,7.1183519E-19
347.6,4.8919104E-19,7.1158332E-19
